UNIPROT	gene_name	mf	method	final_score
Q8NI77	KIF18A	other	PhosphoScore	1.44835
O95235	KIF20A	other	proteoscore	0.411446
Q96Q89	KIF20B	other	proteoscore	0.763211
Q02241;Q02241	KIF23	other	proteoscore	0.998575
O00139	KIF2A	other	PhosphoScore	-2.26241
Q99661	KIF2C	other	PhosphoScore	-0.20438
Q9Y496	KIF3A	other	proteoscore	-1.10699
O95239	KIF4A	other	proteoscore	0.410942
P33176	KIF5B	other	proteoscore	-0.181911
Q9BW19	KIFC1	other	proteoscore	-0.637684
Q07866	KLC1	other	proteoscore	-0.862778
Q9H0B6	KLC2	other	proteoscore	-0.455614
Q13351	KLF1	tf	proteoscore	-0.546345
P57682	KLF3	tf	proteoscore	0.698062
O94889	KLHL18	other	proteoscore	-3.86613
Q53GT1	KLHL22	other	proteoscore	2.46279
Q9P2J3	KLHL9	other	proteoscore	1.55033
Q03164	KMT2A	other	proteoscore	-1.45259
Q8NEZ4	KMT2C	tf	proteoscore	-1.28741
O14686;O14686	KMT2D	tf	proteoscore	-3.35299
Q9Y448	KNSTRN	other	proteoscore	-1.24401
P52294	KPNA1	other	proteoscore	0.748632
P52292	KPNA2	other	proteoscore	-0.261091
O00505	KPNA3	other	proteoscore	1.57645
O00629	KPNA4	other	PhosphoScore	-8.64097
O60684	KPNA6	other	proteoscore	-0.799064
Q14974	KPNB1	other	proteoscore	-0.290877
P01116;P01116	KRAS	other	proteoscore	0.997998
P05783	KRT18	other	proteoscore	-5.67579
P08727	KRT19	other	proteoscore	-6.6342
P05787	KRT8	other	proteoscore	-8.10693
Q8IVT5	KSR1	kin	proteoscore	0.550418
Q86UP2	KTN1	other	proteoscore	-0.279724
Q969R5	L3MBTL2	other	proteoscore	-0.434942
P24043	LAMA2	other	proteoscore	2.416
P13473	LAMP2	other	proteoscore	-6.85335
Q6IAA8	LAMTOR1	other	proteoscore	-1.07798
Q9UHA4	LAMTOR3	other	proteoscore	-0.41609
Q0VGL1	LAMTOR4	other	proteoscore	-1.58588
O43504	LAMTOR5	other	proteoscore	-1.08967
P28838	LAP3	other	proteoscore	-0.597913
Q13571	LAPTM5	other	proteoscore	-2.278
Q92615	LARP4B	other	proteoscore	0.694347
Q4G0J3	LARP7	other	proteoscore	-0.225278
Q15031	LARS2	other	proteoscore	-0.856782
Q9Y4W2	LAS1L	other	proteoscore	-0.723924
Q14847	LASP1	other	proteoscore	-2.30268
O95835	LATS1	kin	VIPER	-0.03887375695454688
Q14739	LBR	other	proteoscore	-0.688637
P80188	LCN2	other	proteoscore	3.59291
P13796	LCP1	other	PhosphoScore	3.39845
Q86U70	LDB1	tf	proteoscore	-0.576825
P07195	LDHB	other	proteoscore	-7.88612
P48357	LEPR	other	proteoscore	-2.02417
O95202	LETM1	other	proteoscore	-1.19999
P09382	LGALS1	other	proteoscore	0.535378
Q99538	LGMN	other	proteoscore	1.74691
P18858	LIG1	other	proteoscore	1.71722
P49916	LIG3	other	proteoscore	-0.59697
P49917	LIG4	other	proteoscore	-0.658343
Q9UHB6	LIMA1	other	proteoscore	-1.04353
P53671	LIMK2	kin	VIPER	0.9076652405194557
P48059	LIMS1	other	proteoscore	0.45913
Q6ZN17	LIN28B	other	proteoscore	-3.91839
Q9NUP9	LIN7C	other	proteoscore	0.953734
Q5TKA1	LIN9	other	proteoscore	-1.88023
Q15334	LLGL1	other	proteoscore	0.762388
Q12907	LMAN2	other	proteoscore	-0.309128
P02545	LMNA	other	PhosphoScore	-1.8862633333333334
Q8IWU2	LMTK2	kin	proteoscore	-0.992498
Q9UIQ6	LNPEP	other	proteoscore	0.219737
P36776	LONP1	other	proteoscore	-1.42763
Q86WA8	LONP2	other	proteoscore	0.653598
Q8NF37	LPCAT1	other	proteoscore	0.776236
Q7L5N7	LPCAT2	other	proteoscore	-2.42316
Q14693	LPIN1	tf	proteoscore	-1.33268
Q93052	LPP	other	proteoscore	2.43953
O60711	LPXN	tf	proteoscore	5.56299
P50851	LRBA	other	proteoscore	-2.02972
O75581	LRP6	other	proteoscore	1.16514
Q8IWT6	LRRC8A	other	PhosphoScore	-0.737291
Q32MZ4	LRRFIP1	tf	proteoscore	-0.556973
Q9Y608	LRRFIP2	other	proteoscore	-0.651807
Q38SD2	LRRK1	kin	proteoscore	-0.502751
Q6UWE0	LRSAM1	other	proteoscore	-1.9369
Q9Y333	LSM2	other	proteoscore	-0.714404
P62310	LSM3	other	proteoscore	-0.913788
Q9Y4Z0	LSM4	other	proteoscore	-0.641379
P62312	LSM6	other	proteoscore	-0.371859
Q9UK45	LSM7	other	proteoscore	-0.725775
O95777	LSM8	other	proteoscore	-0.730152
P07948	LYN	kin	proteoscore	0.537362
O95372	LYPLA2	other	proteoscore	-0.305567
P61626	LYZ	other	proteoscore	-4.13158
Q8N653	LZTR1	other	proteoscore	-0.903682
P20645	M6PR	other	proteoscore	1.55479
Q6ZN28	MACC1	other	proteoscore	-1.19094
Q9UPN3	MACF1	other	proteoscore	-1.7831
Q13257	MAD2L1	other	proteoscore	0.461287
Q15013	MAD2L1BP	other	PhosphoScore	1.33276
Q9UI95	MAD2L2	other	proteoscore	-1.15076
Q8WXG6	MADD	other	proteoscore	-0.980779
Q7L5Y9	MAEA	other	proteoscore	-0.463224
Q9H063	MAF1	other	PhosphoScore	4.181633333333333
O15525	MAFG	tf	proteoscore	-1.53094
P43357	MAGEA3	other	proteoscore	-3.3241
P43360	MAGEA6	other	proteoscore	-0.775888
Q9UBF1	MAGEC2	other	proteoscore	-4.84327
Q9H0U3	MAGT1	other	proteoscore	0.558319
P20794	MAK	kin	VIPER	-0.0900803593541114
P33908	MAN1A1	other	proteoscore	0.869751
P78559	MAP1A	other	proteoscore	-2.17865
P46821	MAP1B	other	proteoscore	-4.63674
Q02750	MAP2K1	kin	VIPER	-9.53935046369463
P36507	MAP2K2	kin	PhosphoScore	3.15406
P46734	MAP2K3	kin	proteoscore	3.06027
P45985	MAP2K4	kin	proteoscore	1.79308
O14733	MAP2K7	kin	proteoscore	-0.791029
O43283	MAP3K13	kin	VIPER	-9.684901703709766
Q6ZN16	MAP3K15	kin	proteoscore	2.18647
O43318	MAP3K7	kin	VIPER	-0.043021057274869004
P27816	MAP4	other	proteoscore	-2.48113
Q92918	MAP4K1	kin	proteoscore	1.92979
O95819	MAP4K4	kin	proteoscore	-1.98284
P28482	MAPK1	kin	VIPER+PhosphoScore	-1.1749543647020788
P53779	MAPK10	kin	VIPER	-0.11781582428685561
P53778	MAPK12	kin	VIPER	8.116857655087562
Q16539	MAPK14	kin	PhosphoScore	-2.0077
P45983	MAPK8	kin	VIPER	-0.09877985905874129
P49137	MAPKAPK2	kin	proteoscore	0.414779
Q16644	MAPKAPK3	kin	proteoscore	-1.63285
Q8IW41	MAPKAPK5	kin	PhosphoScore	-2.22679
Q15691	MAPRE1	other	proteoscore	-0.478961
Q9UPY8	MAPRE3	other	proteoscore	-3.93709
Q7KZI7	MARK2	kin	VIPER+PhosphoScore	0.37536131531363287
P27448;P27448	MARK3	kin	PhosphoScore	0.693925
P43243	MATR3	other	proteoscore	-0.968705
Q7Z434	MAVS	other	proteoscore	-4.44551
P61244;P61244	MAX	tf	PhosphoScore	-1.67124
P56270	MAZ	tf	proteoscore	-0.421685
Q9UIS9	MBD1	other	proteoscore	-0.608832
Q9UBB5	MBD2	other	proteoscore	0.948835
O95243	MBD4	other	proteoscore	-2.73308
Q96N66	MBOAT7	other	proteoscore	-2.78149
Q8IVS2	MCAT	other	proteoscore	-3.18134
P49736	MCM2	other	PhosphoScore	-5.549654250000001
P25205	MCM3	other	proteoscore	0.345654
P33991	MCM4	other	PhosphoScore	0.18406499999999992
P33992	MCM5	other	proteoscore	0.42058
Q14566	MCM6	other	proteoscore	0.232338
Q9ULC4	MCTS1	other	proteoscore	-1.07564
Q8NE86	MCU	other	proteoscore	0.748301
Q14676	MDC1	other	proteoscore	-2.63414
P40925	MDH1	other	proteoscore	-1.18848
P40926	MDH2	other	proteoscore	-1.03902
P21741	MDK	other	proteoscore	-2.00167
P48163	ME1	other	proteoscore	0.455554
P23368	ME2	other	proteoscore	1.46668
Q9HAF1	MEAF6	other	proteoscore	-0.89116
Q03112	MECOM	tf	proteoscore	2.59815
P51608	MECP2	tf	proteoscore	-1.17562
Q15648	MED1	tf	proteoscore	0.22063
Q9BTT4	MED10	tf	proteoscore	-1.18761
Q93074	MED12	tf	proteoscore	1.51603
Q71F56	MED13L	tf	proteoscore	1.08624
Q96RN5	MED15	tf	proteoscore	-1.1322
Q9Y2X0	MED16	tf	proteoscore	-0.365116
Q9NVC6	MED17	tf	proteoscore	0.493149
A0JLT2	MED19	tf	proteoscore	1.62446
Q13503	MED21	tf	proteoscore	1.52597
Q9ULK4	MED23	tf	proteoscore	-0.50237
Q6P2C8	MED27	tf	proteoscore	-0.225326
Q06413;Q06413	MEF2C	tf	proteoscore	-2.48731
Q7L2J0	MEPCE	other	proteoscore	-0.804751
Q9UBP6	METTL1	other	proteoscore	-0.720446
Q86U44	METTL3	other	proteoscore	-0.295719
Q9GZY8	MFF	other	proteoscore	0.715941
Q08431	MFGE8	other	proteoscore	-2.83884
Q8IWA4	MFN1	other	proteoscore	0.539045
O95140	MFN2	other	proteoscore	-1.6754
Q8IWI9	MGA	tf	proteoscore	0.293731
Q86YT6	MIB1	other	proteoscore	-0.581998
Q96AX9	MIB2	other	proteoscore	-0.618522
Q9BPX6	MICU1	other	proteoscore	-0.493878
Q8IYU8	MICU2	other	proteoscore	-2.09203
Q9NPA3	MID1IP1	other	proteoscore	-2.20227
P14174	MIF	other	proteoscore	0.572188
Q9NXC5	MIOS	other	proteoscore	-0.382367
Q9H081	MIS12	other	proteoscore	-4.07823
O75030;O75030	MITF	tf	PhosphoScore	-1.35527
P46013	MKI67	other	proteoscore	1.00949
Q9BUB5;Q9BUB5	MKNK1	kin	proteoscore	-1.09481
Q9UHC7	MKRN1	other	proteoscore	-1.37904
Q9H000	MKRN2	other	proteoscore	-1.93822
Q14165	MLEC	other	proteoscore	0.970687
Q13015	MLLT11	other	proteoscore	-1.60701
Q9BVC4	MLST8	other	proteoscore	-1.16256
P08254	MMP3	other	proteoscore	-3.01548
P51948	MNAT1	other	proteoscore	0.408835
Q9Y6X9	MORC2	other	PhosphoScore	-2.61292
Q9UBU8	MORF4L1	other	proteoscore	1.05227
Q15014	MORF4L2	other	proteoscore	0.992283
P00540	MOS	kin	VIPER	-0.8982299434704692
Q9HCE1	MOV10	other	proteoscore	-1.56579
P29372	MPG	other	proteoscore	-1.51084
O00566	MPHOSPH10	other	proteoscore	-0.276349
Q6WCQ1	MPRIP	other	proteoscore	-1.44665
Q9BYD6	MRPL1	other	proteoscore	-0.941944
Q7Z7H8	MRPL10	other	proteoscore	-2.45667
Q9Y3B7	MRPL11	other	proteoscore	-0.844035
P52815	MRPL12	other	proteoscore	-3.3066
Q9BYD1	MRPL13	other	proteoscore	-0.530746
Q9P015	MRPL15	other	proteoscore	-0.850711
Q9NX20	MRPL16	other	proteoscore	-0.40873
Q9NRX2	MRPL17	other	proteoscore	-1.74653
P49406	MRPL19	other	proteoscore	-0.33364
Q5T653	MRPL2	other	proteoscore	-1.0126
Q9BYC9	MRPL20	other	proteoscore	-0.774864
Q9NWU5	MRPL22	other	proteoscore	-0.566926
Q16540	MRPL23	other	proteoscore	-1.05035
Q96A35	MRPL24	other	proteoscore	-0.729626
Q9P0M9	MRPL27	other	proteoscore	-0.885599
Q13084	MRPL28	other	proteoscore	-1.34022
P09001	MRPL3	other	proteoscore	-0.574013
Q8TCC3	MRPL30	other	proteoscore	-2.11979
Q9BQ48	MRPL34	other	proteoscore	-1.26712
Q9NZE8	MRPL35	other	proteoscore	-1.46384
Q9BZE1	MRPL37	other	proteoscore	-0.782162
Q96DV4	MRPL38	other	proteoscore	-0.356078
Q9NYK5	MRPL39	other	proteoscore	-0.799375
Q9BYD3	MRPL4	other	proteoscore	-0.933456
Q9NQ50	MRPL40	other	proteoscore	-3.37323
Q8IXM3	MRPL41	other	proteoscore	-0.904692
Q8N983	MRPL43	other	proteoscore	-1.78492
Q9H9J2	MRPL44	other	proteoscore	-0.467263
Q9BRJ2	MRPL45	other	proteoscore	-1.07705
Q9H2W6	MRPL46	other	proteoscore	-0.492051
Q96GC5	MRPL48	other	proteoscore	-0.619282
Q13405	MRPL49	other	proteoscore	-3.68935
Q8N5N7	MRPL50	other	proteoscore	-1.92004
Q4U2R6	MRPL51	other	proteoscore	1.3008
Q96EL3	MRPL53	other	proteoscore	-0.7132
Q6P161	MRPL54	other	proteoscore	-1.34452
Q7Z7F7	MRPL55	other	proteoscore	-2.19278
Q9BYD2	MRPL9	other	proteoscore	-0.369729
P82664	MRPS10	other	proteoscore	-0.551909
P82912	MRPS11	other	proteoscore	-5.56444
O15235	MRPS12	other	proteoscore	-1.40796
O60783	MRPS14	other	proteoscore	-0.947423
P82914	MRPS15	other	proteoscore	-3.53298
Q9Y3D3	MRPS16	other	proteoscore	-0.382309
Q9Y399	MRPS2	other	proteoscore	-2.16
P82921	MRPS21	other	proteoscore	-0.653888
P82650	MRPS22	other	proteoscore	-0.289927
Q9Y3D9	MRPS23	other	proteoscore	-1.19125
Q96EL2	MRPS24	other	proteoscore	-2.82465
Q9BYN8	MRPS26	other	proteoscore	-2.2973
Q92552	MRPS27	other	proteoscore	-0.920927
Q9Y2Q9	MRPS28	other	proteoscore	-0.903715
Q9NP92	MRPS30	other	proteoscore	-1.38426
Q92665	MRPS31	other	proteoscore	-3.45824
Q9Y291	MRPS33	other	proteoscore	-1.97715
P82930	MRPS34	other	proteoscore	-0.55403
P82673	MRPS35	other	proteoscore	-0.700461
P82675	MRPS5	other	proteoscore	-0.751029
P82932	MRPS6	other	proteoscore	1.34219
Q9Y2R9	MRPS7	other	proteoscore	-4.98921
P82933	MRPS9	other	proteoscore	-0.879083
Q96DH6	MSI2	other	proteoscore	-0.325356
Q68DK7	MSL1	other	proteoscore	-2.16167
Q9HCI7	MSL2	other	proteoscore	0.450161
P26038	MSN	other	proteoscore	-0.660448
Q13330	MTA1	tf	proteoscore	1.28401
Q9BTC8	MTA3	tf	proteoscore	0.725994
Q9Y6C9	MTCH2	other	proteoscore	-1.60683
P11586	MTHFD1	other	proteoscore	0.878618
Q6UB35	MTHFD1L	other	proteoscore	2.53866
P13995	MTHFD2	other	proteoscore	-0.612075
P42898	MTHFR	other	proteoscore	-3.5936
Q13615	MTMR3	phos	proteoscore	1.2034
P42345	MTOR	kin	VIPER+PhosphoScore	-0.7957842970826875
Q99707	MTR	other	proteoscore	-1.476
O43312	MTSS1	other	proteoscore	2.01402
Q13505	MTX1	other	proteoscore	-0.248283
O75431	MTX2	other	proteoscore	-0.367068
P15941	MUC1	tf	proteoscore	-1.55512
Q969V5	MUL1	other	proteoscore	-1.93028
Q9UIF7	MUTYH	other	proteoscore	-1.24254
P53602	MVD	other	PhosphoScore	-2.91271
Q14764	MVP	other	proteoscore	4.02389
P50539	MXI1	tf	proteoscore	1.27974
Q9BQG0	MYBBP1A	tf	proteoscore	2.0883
P01106	MYC	tf	PhosphoScore	3.23574
O75592	MYCBP2	other	proteoscore	0.862595
P35580	MYH10	other	PhosphoScore	4.01128
P35579	MYH9	other	proteoscore	2.58349
P19105	MYL12A	other	PhosphoScore	1.937934
P12829	MYL4	other	proteoscore	-3.91028
P14649	MYL6B	other	proteoscore	0.629202
Q15746	MYLK	kin	proteoscore	2.38187
Q32MK0	MYLK3	kin	proteoscore	0.911846
O00159	MYO1C	other	proteoscore	1.63236
Q9Y4I1	MYO5A	other	proteoscore	3.03976
Q13459	MYO9B	other	proteoscore	0.383604
O75113	N4BP1	other	proteoscore	-2.01307
P41227	NAA10	other	proteoscore	-1.09563
Q9BXJ9	NAA15	other	proteoscore	-0.406392
P61599	NAA20	other	proteoscore	-0.196397
Q147X3	NAA30	other	proteoscore	2.05966
Q5VZE5	NAA35	other	proteoscore	1.28609
Q9BRA0	NAA38	other	proteoscore	2.48955
Q15742	NAB2	tf	proteoscore	-1.2803
E9PAV3;Q13765	NACA	tf	proteoscore	0.319254
O95544	NADK	kin	PhosphoScore	-0.844167
Q4G0N4	NADK2	kin	proteoscore	-0.876409
Q13564	NAE1	other	proteoscore	-0.882687
P43490	NAMPT	other	proteoscore	-1.5156
Q96I59	NARS2	other	proteoscore	-2.02783
P49321	NASP	other	proteoscore	-0.574853
P18440	NAT1	other	proteoscore	-1.64996
Q9H0A0	NAT10	other	proteoscore	-0.362669
A2RRP1	NBAS	other	proteoscore	-1.14145
Q6ZNJ1	NBEAL2	other	proteoscore	0.854532
O60934	NBN	other	PhosphoScore	-2.03289
Q14596	NBR1	other	PhosphoScore	2.5731
Q15021	NCAPD2	other	proteoscore	0.720532
Q9BPX3	NCAPG	other	proteoscore	0.762585
Q15003	NCAPH	other	proteoscore	0.77161
Q09161	NCBP1	other	proteoscore	-0.412305
P19878	NCF2	other	proteoscore	2.55823
Q15080	NCF4	other	proteoscore	4.93368
P16333	NCK1	other	proteoscore	0.556959
P19338	NCL	other	proteoscore	0.805356
Q15596	NCOA2	tf	proteoscore	2.33365
Q9Y6Q9	NCOA3	tf	proteoscore	-2.26597
Q13772	NCOA4	tf	proteoscore	2.53076
Q14686	NCOA6	tf	proteoscore	-1.10556
O75376	NCOR1	tf	proteoscore	0.385145
Q9Y618	NCOR2	tf	proteoscore	0.640984
Q92542	NCSTN	other	proteoscore	0.330169
Q9BTX1	NDC1	other	proteoscore	0.253689
O14777	NDC80	other	proteoscore	-0.478044
Q9BT67	NDFIP1	other	proteoscore	-1.10922
Q9NV92	NDFIP2	other	proteoscore	-3.02456
Q92597	NDRG1	other	proteoscore	4.48259
Q9UN36	NDRG2	other	proteoscore	1.64298
Q86Y39	NDUFA11	other	proteoscore	-5.62116
Q9P0J0	NDUFA13	other	proteoscore	-0.443024
O43678	NDUFA2	other	proteoscore	-4.06329
O00483	NDUFA4	other	proteoscore	0.746785
Q16718	NDUFA5	other	proteoscore	-0.943643
P56556	NDUFA6	other	proteoscore	-0.839951
O95182	NDUFA7	other	proteoscore	-2.26289
P51970	NDUFA8	other	proteoscore	-0.655038
Q16795	NDUFA9	other	proteoscore	-0.303016
O14561	NDUFAB1	other	proteoscore	-1.30091
O75438	NDUFB1	other	proteoscore	-2.8968
O96000	NDUFB10	other	proteoscore	-1.21519
Q9NX14	NDUFB11	other	proteoscore	-5.2906
O43676	NDUFB3	other	proteoscore	-0.812636
O95168	NDUFB4	other	proteoscore	-4.74788
O43674	NDUFB5	other	proteoscore	-5.05216
O95139	NDUFB6	other	proteoscore	-1.19737
P17568	NDUFB7	other	proteoscore	-1.48843
Q9Y6M9	NDUFB9	other	proteoscore	-0.628297
O95298	NDUFC2	other	proteoscore	-3.00534
O75306	NDUFS2	other	proteoscore	-0.814411
O75489	NDUFS3	other	proteoscore	-0.648002
O43181	NDUFS4	other	proteoscore	-1.00925
O43920	NDUFS5	other	proteoscore	-2.75333
O75380	NDUFS6	other	proteoscore	-3.29036
O75251	NDUFS7	other	proteoscore	-0.533406
O00217	NDUFS8	other	proteoscore	-0.784542
P56181	NDUFV3	other	proteoscore	-3.82477
P20929	NEB	other	proteoscore	5.79159
Q8NC96	NECAP1	other	proteoscore	0.39982
Q8NHV4	NEDD1	other	proteoscore	1.09413
P46934;P46934	NEDD4	other	proteoscore	3.62898
Q96PU5	NEDD4L	other	PhosphoScore	1.11785
P12036	NEFH	other	proteoscore	-1.62963
P07197	NEFM	other	proteoscore	1.02769
Q9HC98	NEK6	kin	proteoscore	2.92248
Q8TDX7	NEK7	kin	proteoscore	0.882353
Q9H3P2	NELFA	other	proteoscore	-0.481949
Q8WX92	NELFB	other	proteoscore	-0.29547
P18615	NELFE	other	proteoscore	-0.450858
P48681	NES	other	proteoscore	-2.89881
Q99519	NEU1	other	proteoscore	-1.84604
P21359;P21359	NF1	other	proteoscore	-0.985197
P35240	NF2	other	PhosphoScore	-1.58993
O94916	NFAT5	tf	proteoscore	-2.38787
O95644	NFATC1	tf	proteoscore	2.30679
Q8NCF5	NFATC2IP	other	PhosphoScore	-3.86218
Q16621	NFE2	tf	proteoscore	-3.37331
P08651	NFIC	tf	proteoscore	-1.17987
P19838	NFKB1	tf	proteoscore	1.11901
Q00653	NFKB2	tf	proteoscore	2.10388
P25963	NFKBIA	other	proteoscore	-0.674941
Q15653	NFKBIB	tf	proteoscore	-2.29192
O00221	NFKBIE	other	proteoscore	-1.30579
Q6P4R8	NFRKB	other	proteoscore	0.561297
Q9Y697	NFS1	other	proteoscore	0.479169
Q12986	NFX1	tf	proteoscore	0.485969
Q6ZNB6	NFXL1	tf	proteoscore	-0.873259
Q96IV0	NGLY1	other	proteoscore	-0.759748
Q9H9Q4	NHEJ1	other	proteoscore	-1.46792
Q9NX24	NHP2	other	proteoscore	-5.13871
Q9BYG3	NIFK	other	proteoscore	-0.411068
Q6KC79	NIPBL	other	proteoscore	-0.322346
O15226	NKRF	tf	proteoscore	-1.07585
P15531	NME1	kin	PhosphoScore	-2.12165
Q13287	NMI	other	proteoscore	-3.03281
P30419	NMT1	other	proteoscore	-0.519588
Q8WTT2	NOC3L	other	proteoscore	-0.271195
Q5SY16	NOL9	kin	proteoscore	-4.53837
Q14978	NOLC1	other	proteoscore	0.896488
Q15233	NONO	other	proteoscore	-0.462919
Q9NPE3	NOP10	other	proteoscore	-1.51472
Q9Y314	NOSIP	other	proteoscore	-1.14565
Q04721	NOTCH2	other	proteoscore	2.45101
Q14207	NPAT	tf	proteoscore	0.677985
P55786	NPEPPS	other	proteoscore	-1.59697
Q8TAT6	NPLOC4	other	proteoscore	-0.343163
Q12980	NPRL3	other	proteoscore	0.644331
P15559	NQO1	other	proteoscore	-3.5069
P24468	NR2F2	tf	proteoscore	-1.35512
P10588	NR2F6	tf	proteoscore	-1.67277
P04150	NR3C1	tf	proteoscore	1.088
P01111	NRAS	other	proteoscore	-0.827846
Q96F24	NRBF2	other	PhosphoScore	4.53774
P46459	NSF	other	proteoscore	2.39208
Q9UNZ2	NSFL1C	other	proteoscore	0.471487
Q96IY1	NSL1	other	proteoscore	-3.30046
Q8WV22	NSMCE1	other	proteoscore	0.599303
Q9NXX6	NSMCE4A	other	proteoscore	0.511304
Q08J23	NSUN2	other	proteoscore	0.429768
P04629;P04629	NTRK1	kin	proteoscore	-1.14954
Q02818	NUCB1	other	proteoscore	1.47543
Q9Y266	NUDC	other	proteoscore	-0.331326
Q8WVJ2	NUDCD2	other	proteoscore	0.86636
P36639	NUDT1	other	proteoscore	-2.40196
O43809	NUDT21	other	proteoscore	-0.292211
O95989	NUDT3	other	proteoscore	-0.942876
Q9BZD4	NUF2	other	proteoscore	-1.67307
Q14980	NUMA1	other	proteoscore	-0.452807
P49757	NUMB	other	proteoscore	-0.795907
P57740	NUP107	other	proteoscore	-0.363113
P49790	NUP153	other	proteoscore	-0.388845
Q12769	NUP160	other	proteoscore	-0.749053
Q5SRE5	NUP188	other	proteoscore	-0.675084
Q92621	NUP205	other	proteoscore	-0.479056
Q8TEM1	NUP210	other	proteoscore	-0.825594
P35658	NUP214	other	proteoscore	-1.44031
Q8NFH5	NUP35	other	proteoscore	0.384206
Q8NFH3	NUP43	other	proteoscore	-1.48422
Q9UKX7	NUP50	other	proteoscore	0.907992
Q7Z3B4	NUP54	other	proteoscore	-0.306703
Q9BW27	NUP85	other	proteoscore	-0.665761
Q8N1F7	NUP93	other	proteoscore	-0.327146
P52948	NUP98	tf	proteoscore	-0.307415
Q9BXS6	NUSAP1	other	proteoscore	-0.463909
Q9UBU9	NXF1	other	proteoscore	1.13143
P04181	OAT	other	proteoscore	-0.377652
P11926	ODC1	other	proteoscore	-1.15204
Q5BJF6	ODF2	other	proteoscore	-1.40756
O75665	OFD1	other	proteoscore	-0.63206
Q02218	OGDH	other	proteoscore	0.922294
O15294	OGT	other	proteoscore	0.296845
O60313	OPA1	other	proteoscore	-0.981267
Q96CV9	OPTN	other	proteoscore	2.22143
Q13415	ORC1	other	proteoscore	1.25068
Q13438	OS9	other	proteoscore	0.444157
P22059	OSBP	other	proteoscore	-0.477168
Q9NRP0	OSTC	other	proteoscore	-0.442996
Q96FW1	OTUB1	other	proteoscore	0.298665
Q96G74	OTUD5	other	proteoscore	-0.420907
Q8N6M0	OTUD6B	other	proteoscore	-0.635744
O95747	OXSR1	kin	PhosphoScore	-2.76179
Q9UQ80	PA2G4	tf	proteoscore	-0.254434
P11940	PABPC1	other	proteoscore	0.408723
Q6VY07	PACS1	other	proteoscore	1.67247
Q86VP3	PACS2	other	proteoscore	2.64481
P43034	PAFAH1B1	other	proteoscore	0.693075
P22234	PAICS	other	proteoscore	-1.08411
Q9H074	PAIP1	other	proteoscore	-1.03851
Q9BPZ3	PAIP2	other	proteoscore	0.73592900000000006
Q13177	PAK2	kin	PhosphoScore	1.26335
O75914	PAK3	kin	VIPER	0.07312574040010784
O96013	PAK4	kin	proteoscore	-2.42274
Q9NVE7	PANK4	other	proteoscore	-1.52981
P51003	PAPOLA	other	proteoscore	1.26742
Q99497	PARK7	tf	proteoscore	-0.818016
Q9H300	PARL	other	proteoscore	1.13997
P09874	PARP1	other	proteoscore	-1.6899
Q9UGN5	PARP2	other	proteoscore	1.36169
Q9HBE1	PATZ1	other	proteoscore	1.80117
Q6ZW49	PAXIP1	other	proteoscore	-1.2628
Q96KB5	PBK	kin	VIPER+PhosphoScore	-1.1188041734557403
Q86U86	PBRM1	other	proteoscore	0.284466
P40425	PBX2	tf	proteoscore	-2.43824
P11498	PC	other	proteoscore	0.645827
P61457	PCBD1	tf	proteoscore	-4.02088
Q15365	PCBP1	tf	proteoscore	0.473529
P05165	PCCA	other	proteoscore	1.76547
P05166	PCCB	other	proteoscore	1.42138
O94913	PCF11	other	proteoscore	-0.698093
Q3KNV8	PCGF3	other	proteoscore	1.13397
Q86SE9	PCGF5	other	proteoscore	0.960914
Q16822	PCK2	other	proteoscore	-0.427954
Q15154	PCM1	other	proteoscore	-1.02423
P12004	PCNA	other	proteoscore	1.75361
Q8NBP7	PCSK9	other	proteoscore	-1.90578
P49585	PCYT1A	other	proteoscore	-1.10063
Q9BUL8	PDCD10	other	proteoscore	-0.187994
O14737	PDCD5	other	proteoscore	-1.23382
Q8WUM4	PDCD6IP	other	proteoscore	-0.944476
Q13371	PDCL	other	proteoscore	0.55272
Q13370	PDE3B	other	proteoscore	1.74027
P27815;P27815	PDE4A	other	proteoscore	1.49269
O00330	PDHX	other	proteoscore	-0.560004
P30101	PDIA3	other	proteoscore	-0.268779
Q15118	PDK1	kin	proteoscore	-0.321379
Q15120	PDK3	kin	proteoscore	4.27623
Q96JY6	PDLIM2	other	proteoscore	3.19167
Q9P0J1	PDP1	other	proteoscore	2.36689
Q9P2J9	PDP2	other	proteoscore	2.84524
O15530	PDPK1	kin	VIPER	0.06963689810719431
Q9NUG6	PDRG1	other	proteoscore	-1.83849
Q96GD0	PDXP	other	proteoscore	-0.820341
Q5EBL8	PDZD11	other	proteoscore	1.19582
Q8NEN9	PDZD8	other	proteoscore	3.57799
Q15121	PEA15	other	proteoscore	-2.37637
Q8IZL8	PELP1	other	proteoscore	-0.519777
P56645	PER3	other	proteoscore	-2.4095
O43933	PEX1	other	proteoscore	-0.709022
O75381	PEX14	tf	proteoscore	-0.930627
Q7Z412	PEX26	other	proteoscore	-0.928935
P56589	PEX3	other	proteoscore	-0.99766
P50542	PEX5	other	proteoscore	1.03363
Q13608	PEX6	other	proteoscore	0.371138
O00628	PEX7	other	proteoscore	0.6711
O15067	PFAS	other	proteoscore	0.556737
Q9UHV9	PFDN2	other	proteoscore	-0.963106
Q99471	PFDN5	tf	proteoscore	-0.606
O15212	PFDN6	other	proteoscore	-1.06685
